warehouse_name,date,storage,next_day_storage
Trash Bags,2024-05-29,3,3.0
Trash Bags,2024-05-30,3,3.0
Trash Bags,2024-05-31,3,2.0
Trash Bags,2024-06-01,2,3.0
Trash Bags,2024-06-02,3,3.0
Trash Bags,2024-06-03,3,2.0
Trash Bags,2024-06-04,2,2.0
Trash Bags,2024-06-05,2,
Vinegar,2024-02-05,26,28.0
Vinegar,2024-02-06,28,28.0
Vinegar,2024-02-07,28,31.0
Vinegar,2024-02-08,31,30.0
Vinegar,2024-02-09,30,28.0
Vinegar,2024-02-10,28,28.0
Vinegar,2024-02-11,28,30.0
Vinegar,2024-02-12,30,34.0
Vinegar,2024-02-13,34,31.0
Vinegar,2024-02-14,31,33.0
Vinegar,2024-02-15,33,30.0
Vinegar,2024-02-16,30,27.0
Vinegar,2024-02-17,27,27.0
Vinegar,2024-02-18,27,28.0
Vinegar,2024-02-19,28,33.0
Vinegar,2024-02-20,33,31.0
Vinegar,2024-02-21,31,31.0
Vinegar,2024-02-22,31,30.0
Vinegar,2024-02-23,30,29.0
Vinegar,2024-02-24,29,32.0
Vinegar,2024-02-25,32,30.0
Vinegar,2024-02-26,30,32.0
Vinegar,2024-02-27,32,31.0
Vinegar,2024-02-28,31,32.0
Vinegar,2024-02-29,32,30.0
Vinegar,2024-03-01,30,29.0
Vinegar,2024-03-02,29,28.0
Vinegar,2024-03-03,28,31.0
Vinegar,2024-03-04,31,31.0
Vinegar,2024-03-05,31,32.0
Vinegar,2024-03-06,32,34.0
Vinegar,2024-03-07,34,36.0
Vinegar,2024-03-08,36,34.0
Vinegar,2024-03-09,34,34.0
Vinegar,2024-03-10,34,35.0
Vinegar,2024-03-11,35,35.0
Vinegar,2024-03-12,35,38.0
Vinegar,2024-03-13,38,38.0
Vinegar,2024-03-14,38,34.0
Vinegar,2024-03-15,34,34.0
Vinegar,2024-03-16,34,32.0
Vinegar,2024-03-17,32,33.0
Vinegar,2024-03-18,33,34.0
Vinegar,2024-03-19,34,35.0
Vinegar,2024-03-20,35,37.0
Vinegar,2024-03-21,37,38.0
Vinegar,2024-03-22,38,35.0
Vinegar,2024-03-23,35,34.0
Vinegar,2024-03-24,34,35.0
Vinegar,2024-03-25,35,37.0
Vinegar,2024-03-26,37,39.0
Vinegar,2024-03-27,39,39.0
Vinegar,2024-03-28,39,38.0
Vinegar,2024-03-29,38,37.0
Vinegar,2024-03-30,37,38.0
Vinegar,2024-03-31,38,41.0
Vinegar,2024-04-01,41,41.0
Vinegar,2024-04-02,41,41.0
Vinegar,2024-04-03,41,30.0
Vinegar,2024-04-04,30,34.0
Vinegar,2024-04-05,34,30.0
Vinegar,2024-04-06,30,31.0
Vinegar,2024-04-07,31,27.0
Vinegar,2024-04-08,27,28.0
Vinegar,2024-04-09,28,31.0
Vinegar,2024-04-10,31,31.0
Vinegar,2024-04-11,31,32.0
Vinegar,2024-04-12,32,35.0
Vinegar,2024-04-13,35,37.0
Vinegar,2024-04-14,37,37.0
Vinegar,2024-04-15,37,33.0
Vinegar,2024-04-16,33,33.0
Vinegar,2024-04-17,33,32.0
Vinegar,2024-04-18,32,28.0
Vinegar,2024-04-19,28,27.0
Vinegar,2024-04-20,27,28.0
Vinegar,2024-04-21,28,29.0
Vinegar,2024-04-22,29,31.0
Vinegar,2024-04-23,31,30.0
Vinegar,2024-04-24,30,30.0
Vinegar,2024-04-25,30,29.0
Vinegar,2024-04-26,29,27.0
Vinegar,2024-04-27,27,29.0
Vinegar,2024-04-28,29,39.0
Vinegar,2024-04-29,39,45.0
Vinegar,2024-04-30,45,36.0
Vinegar,2024-05-01,36,36.0
Vinegar,2024-05-02,36,34.0
Vinegar,2024-05-03,34,32.0
Vinegar,2024-05-04,32,29.0
Vinegar,2024-05-05,29,36.0
Vinegar,2024-05-06,36,57.0
Vinegar,2024-05-07,57,54.0
Vinegar,2024-05-08,54,44.0
Vinegar,2024-05-09,44,38.0
Vinegar,2024-05-10,38,38.0
Vinegar,2024-05-11,38,36.0
Vinegar,2024-05-12,36,39.0
Vinegar,2024-05-13,39,40.0
Vinegar,2024-05-14,40,39.0
Vinegar,2024-05-15,39,39.0
Vinegar,2024-05-16,39,71.0
Vinegar,2024-05-17,71,63.0
Vinegar,2024-05-18,63,45.0
Vinegar,2024-05-19,45,42.0
Vinegar,2024-05-20,42,37.0
Vinegar,2024-05-21,37,36.0
Vinegar,2024-05-22,36,34.0
Vinegar,2024-05-23,34,33.0
Vinegar,2024-05-24,33,30.0
Vinegar,2024-05-25,30,32.0
Vinegar,2024-05-26,32,33.0
Vinegar,2024-05-27,33,33.0
Vinegar,2024-05-28,33,31.0
Vinegar,2024-05-29,31,33.0
Vinegar,2024-05-30,33,30.0
Vinegar,2024-05-31,30,30.0
Vinegar,2024-06-01,30,30.0
Vinegar,2024-06-02,30,31.0
Vinegar,2024-06-03,31,31.0
Vinegar,2024-06-04,31,32.0
Vinegar,2024-06-05,32,
Water Bottles,2024-02-05,86,97.0
Water Bottles,2024-02-06,97,90.0
Water Bottles,2024-02-07,90,89.0
Water Bottles,2024-02-08,89,89.0
Water Bottles,2024-02-09,89,80.0
Water Bottles,2024-02-10,80,82.0
Water Bottles,2024-02-11,82,87.0
Water Bottles,2024-02-12,87,88.0
Water Bottles,2024-02-13,88,88.0
Water Bottles,2024-02-14,88,89.0
Water Bottles,2024-02-15,89,90.0
Water Bottles,2024-02-16,90,82.0
Water Bottles,2024-02-17,82,83.0
Water Bottles,2024-02-18,83,87.0
Water Bottles,2024-02-19,87,98.0
Water Bottles,2024-02-20,98,91.0
Water Bottles,2024-02-21,91,96.0
Water Bottles,2024-02-22,96,95.0
Water Bottles,2024-02-23,95,89.0
Water Bottles,2024-02-24,89,93.0
Water Bottles,2024-02-25,93,92.0
Water Bottles,2024-02-26,92,95.0
Water Bottles,2024-02-27,95,96.0
Water Bottles,2024-02-28,96,98.0
Water Bottles,2024-02-29,98,96.0
Water Bottles,2024-03-01,96,93.0
Water Bottles,2024-03-02,93,93.0
Water Bottles,2024-03-03,93,98.0
Water Bottles,2024-03-04,98,98.0
Water Bottles,2024-03-05,98,103.0
Water Bottles,2024-03-06,103,111.0
Water Bottles,2024-03-07,111,123.0
Water Bottles,2024-03-08,123,113.0
Water Bottles,2024-03-09,113,101.0
Water Bottles,2024-03-10,101,106.0
Water Bottles,2024-03-11,106,114.0
Water Bottles,2024-03-12,114,124.0
Water Bottles,2024-03-13,124,110.0
Water Bottles,2024-03-14,110,105.0
Water Bottles,2024-03-15,105,108.0
Water Bottles,2024-03-16,108,97.0
Water Bottles,2024-03-17,97,98.0
Water Bottles,2024-03-18,98,102.0
Water Bottles,2024-03-19,102,112.0
Water Bottles,2024-03-20,112,107.0
Water Bottles,2024-03-21,107,110.0
Water Bottles,2024-03-22,110,111.0
Water Bottles,2024-03-23,111,101.0
Water Bottles,2024-03-24,101,107.0
Water Bottles,2024-03-25,107,113.0
Water Bottles,2024-03-26,113,111.0
Water Bottles,2024-03-27,111,115.0
Water Bottles,2024-03-28,115,117.0
Water Bottles,2024-03-29,117,114.0
Water Bottles,2024-03-30,114,117.0
Water Bottles,2024-03-31,117,120.0
Water Bottles,2024-04-01,120,116.0
Water Bottles,2024-04-02,116,106.0
Water Bottles,2024-04-03,106,101.0
Water Bottles,2024-04-04,101,87.0
Water Bottles,2024-04-05,87,83.0
Water Bottles,2024-04-06,83,70.0
Water Bottles,2024-04-07,70,70.0
Water Bottles,2024-04-08,70,77.0
Water Bottles,2024-04-09,77,80.0
Water Bottles,2024-04-10,80,97.0
Water Bottles,2024-04-11,97,93.0
Water Bottles,2024-04-12,93,100.0
Water Bottles,2024-04-13,100,108.0
Water Bottles,2024-04-14,108,98.0
Water Bottles,2024-04-15,98,108.0
Water Bottles,2024-04-16,108,101.0
Water Bottles,2024-04-17,101,105.0
Water Bottles,2024-04-18,105,98.0
Water Bottles,2024-04-19,98,99.0
Water Bottles,2024-04-20,99,96.0
Water Bottles,2024-04-21,96,98.0
Water Bottles,2024-04-22,98,103.0
Water Bottles,2024-04-23,103,103.0
Water Bottles,2024-04-24,103,111.0
Water Bottles,2024-04-25,111,101.0
Water Bottles,2024-04-26,101,99.0
Water Bottles,2024-04-27,99,99.0
Water Bottles,2024-04-28,99,157.0
Water Bottles,2024-04-29,157,164.0
Water Bottles,2024-04-30,164,129.0
Water Bottles,2024-05-01,129,136.0
Water Bottles,2024-05-02,136,127.0
Water Bottles,2024-05-03,127,118.0
Water Bottles,2024-05-04,118,109.0
Water Bottles,2024-05-05,109,121.0
Water Bottles,2024-05-06,121,271.0
Water Bottles,2024-05-07,271,217.0
Water Bottles,2024-05-08,217,153.0
Water Bottles,2024-05-09,153,146.0
Water Bottles,2024-05-10,146,139.0
Water Bottles,2024-05-11,139,136.0
Water Bottles,2024-05-12,136,135.0
Water Bottles,2024-05-13,135,145.0
Water Bottles,2024-05-14,145,139.0
Water Bottles,2024-05-15,139,155.0
Water Bottles,2024-05-16,155,299.0
Water Bottles,2024-05-17,299,262.0
Water Bottles,2024-05-18,262,167.0
Water Bottles,2024-05-19,167,136.0
Water Bottles,2024-05-20,136,128.0
Water Bottles,2024-05-21,128,123.0
Water Bottles,2024-05-22,123,124.0
Water Bottles,2024-05-23,124,119.0
Water Bottles,2024-05-24,119,112.0
Water Bottles,2024-05-25,112,115.0
Water Bottles,2024-05-26,115,107.0
Water Bottles,2024-05-27,107,114.0
Water Bottles,2024-05-28,114,110.0
Water Bottles,2024-05-29,110,115.0
Water Bottles,2024-05-30,115,103.0
Water Bottles,2024-05-31,103,93.0
Water Bottles,2024-06-01,93,107.0
Water Bottles,2024-06-02,107,105.0
Water Bottles,2024-06-03,105,106.0
Water Bottles,2024-06-04,106,107.0
Water Bottles,2024-06-05,107,
SC51,2024-02-05,47,50.0
SC51,2024-02-06,50,47.0
SC51,2024-02-07,47,48.0
SC51,2024-02-08,48,47.0
SC51,2024-02-09,47,44.0
SC51,2024-02-10,44,42.0
SC51,2024-02-11,42,44.0
SC51,2024-02-12,44,47.0
SC51,2024-02-13,47,46.0
SC51,2024-02-14,46,45.0
SC51,2024-02-15,45,46.0
SC51,2024-02-16,46,42.0
SC51,2024-02-17,42,42.0
SC51,2024-02-18,42,46.0
SC51,2024-02-19,46,48.0
SC51,2024-02-20,48,48.0
SC51,2024-02-21,48,49.0
SC51,2024-02-22,49,49.0
SC51,2024-02-23,49,47.0
SC51,2024-02-24,47,47.0
SC51,2024-02-25,47,50.0
SC51,2024-02-26,50,49.0
SC51,2024-02-27,49,50.0
SC51,2024-02-28,50,52.0
SC51,2024-02-29,52,49.0
SC51,2024-03-01,49,48.0
SC51,2024-03-02,48,48.0
SC51,2024-03-03,48,52.0
SC51,2024-03-04,52,52.0
SC51,2024-03-05,52,55.0
SC51,2024-03-06,55,56.0
SC51,2024-03-07,56,61.0
SC51,2024-03-08,61,54.0
SC51,2024-03-09,54,54.0
SC51,2024-03-10,54,56.0
SC51,2024-03-11,56,59.0
SC51,2024-03-12,59,61.0
SC51,2024-03-13,61,59.0
SC51,2024-03-14,59,56.0
SC51,2024-03-15,56,54.0
SC51,2024-03-16,54,52.0
SC51,2024-03-17,52,54.0
SC51,2024-03-18,54,57.0
SC51,2024-03-19,57,56.0
SC51,2024-03-20,56,57.0
SC51,2024-03-21,57,58.0
SC51,2024-03-22,58,55.0
SC51,2024-03-23,55,55.0
SC51,2024-03-24,55,57.0
SC51,2024-03-25,57,59.0
SC51,2024-03-26,59,59.0
SC51,2024-03-27,59,62.0
SC51,2024-03-28,62,59.0
SC51,2024-03-29,59,59.0
SC51,2024-03-30,59,60.0
SC51,2024-03-31,60,64.0
SC51,2024-04-01,64,63.0
SC51,2024-04-02,63,58.0
SC51,2024-04-03,58,45.0
SC51,2024-04-04,45,45.0
SC51,2024-04-05,45,43.0
SC51,2024-04-06,43,38.0
SC51,2024-04-07,38,36.0
SC51,2024-04-08,36,39.0
SC51,2024-04-09,39,41.0
SC51,2024-04-10,41,46.0
SC51,2024-04-11,46,48.0
SC51,2024-04-12,48,52.0
SC51,2024-04-13,52,54.0
SC51,2024-04-14,54,54.0
SC51,2024-04-15,54,52.0
SC51,2024-04-16,52,52.0
SC51,2024-04-17,52,53.0
SC51,2024-04-18,53,51.0
SC51,2024-04-19,51,50.0
SC51,2024-04-20,50,49.0
SC51,2024-04-21,49,52.0
SC51,2024-04-22,52,53.0
SC51,2024-04-23,53,51.0
SC51,2024-04-24,51,55.0
SC51,2024-04-25,55,54.0
SC51,2024-04-26,54,48.0
SC51,2024-04-27,48,49.0
SC51,2024-04-28,49,75.0
SC51,2024-04-29,75,78.0
SC51,2024-04-30,78,63.0
SC51,2024-05-01,63,65.0
SC51,2024-05-02,65,62.0
SC51,2024-05-03,62,59.0
SC51,2024-05-04,59,55.0
SC51,2024-05-05,55,61.0
SC51,2024-05-06,61,110.0
SC51,2024-05-07,110,97.0
SC51,2024-05-08,97,82.0
SC51,2024-05-09,82,75.0
SC51,2024-05-10,75,73.0
SC51,2024-05-11,73,66.0
SC51,2024-05-12,66,68.0
SC51,2024-05-13,68,69.0
SC51,2024-05-14,69,72.0
SC51,2024-05-15,72,69.0
SC51,2024-05-16,69,121.0
SC51,2024-05-17,121,121.0
SC51,2024-05-18,121,95.0
SC51,2024-05-19,95,74.0
SC51,2024-05-20,74,65.0
SC51,2024-05-21,65,63.0
SC51,2024-05-22,63,64.0
SC51,2024-05-23,64,60.0
SC51,2024-05-24,60,55.0
SC51,2024-05-25,55,54.0
SC51,2024-05-26,54,57.0
SC51,2024-05-27,57,58.0
SC51,2024-05-28,58,55.0
SC51,2024-05-29,55,56.0
SC51,2024-05-30,56,54.0
SC51,2024-05-31,54,51.0
SC51,2024-06-01,51,54.0
SC51,2024-06-02,54,56.0
SC51,2024-06-03,56,57.0
SC51,2024-06-04,57,56.0
SC51,2024-06-05,56,
SC52,2024-02-05,21,16.0
SC52,2024-02-06,16,13.0
SC52,2024-02-07,13,19.0
SC52,2024-02-08,19,18.0
SC52,2024-02-09,18,15.0
SC52,2024-02-10,15,13.0
SC52,2024-02-11,13,13.0
SC52,2024-02-12,13,12.0
SC52,2024-02-13,12,13.0
SC52,2024-02-14,13,17.0
SC52,2024-02-15,17,17.0
SC52,2024-02-16,17,12.0
SC52,2024-02-17,12,12.0
SC52,2024-02-18,12,14.0
SC52,2024-02-19,14,13.0
SC52,2024-02-20,13,14.0
SC52,2024-02-21,14,18.0
SC52,2024-02-22,18,16.0
SC52,2024-02-23,16,12.0
SC52,2024-02-24,12,12.0
SC52,2024-02-25,12,14.0
SC52,2024-02-26,14,14.0
SC52,2024-02-27,14,19.0
SC52,2024-02-28,19,24.0
SC52,2024-02-29,24,19.0
SC52,2024-03-01,19,13.0
SC52,2024-03-02,13,14.0
SC52,2024-03-03,14,16.0
SC52,2024-03-04,16,16.0
SC52,2024-03-05,16,14.0
SC52,2024-03-06,14,27.0
SC52,2024-03-07,27,23.0
SC52,2024-03-08,23,15.0
SC52,2024-03-09,15,14.0
SC52,2024-03-10,14,15.0
SC52,2024-03-11,15,17.0
SC52,2024-03-12,17,22.0
SC52,2024-03-13,22,22.0
SC52,2024-03-14,22,21.0
SC52,2024-03-15,21,13.0
SC52,2024-03-16,13,13.0
SC52,2024-03-17,13,15.0
SC52,2024-03-18,15,16.0
SC52,2024-03-19,16,15.0
SC52,2024-03-20,15,23.0
SC52,2024-03-21,23,21.0
SC52,2024-03-22,21,15.0
SC52,2024-03-23,15,13.0
SC52,2024-03-24,13,18.0
SC52,2024-03-25,18,19.0
SC52,2024-03-26,19,18.0
SC52,2024-03-27,18,20.0
SC52,2024-03-28,20,23.0
SC52,2024-03-29,23,18.0
SC52,2024-03-30,18,16.0
SC52,2024-03-31,16,19.0
SC52,2024-04-01,19,20.0
SC52,2024-04-02,20,19.0
SC52,2024-04-03,19,13.0
SC52,2024-04-04,13,12.0
SC52,2024-04-05,12,13.0
SC52,2024-04-06,13,9.0
SC52,2024-04-07,9,9.0
SC52,2024-04-08,9,9.0
SC52,2024-04-09,9,11.0
SC52,2024-04-10,11,12.0
SC52,2024-04-11,12,14.0
SC52,2024-04-12,14,14.0
SC52,2024-04-13,14,13.0
SC52,2024-04-14,13,16.0
SC52,2024-04-15,16,15.0
SC52,2024-04-16,15,14.0
SC52,2024-04-17,14,20.0
SC52,2024-04-18,20,18.0
SC52,2024-04-19,18,14.0
SC52,2024-04-20,14,13.0
SC52,2024-04-21,13,16.0
SC52,2024-04-22,16,13.0
SC52,2024-04-23,13,17.0
SC52,2024-04-24,17,29.0
SC52,2024-04-25,29,17.0
SC52,2024-04-26,17,11.0
SC52,2024-04-27,11,19.0
SC52,2024-04-28,19,42.0
SC52,2024-04-29,42,19.0
SC52,2024-04-30,19,17.0
SC52,2024-05-01,17,34.0
SC52,2024-05-02,34,25.0
SC52,2024-05-03,25,19.0
SC52,2024-05-04,19,15.0
SC52,2024-05-05,15,30.0
SC52,2024-05-06,30,72.0
SC52,2024-05-07,72,48.0
SC52,2024-05-08,48,29.0
SC52,2024-05-09,29,30.0
SC52,2024-05-10,30,21.0
SC52,2024-05-11,21,17.0
SC52,2024-05-12,17,25.0
SC52,2024-05-13,25,25.0
SC52,2024-05-14,25,24.0
SC52,2024-05-15,24,34.0
SC52,2024-05-16,34,85.0
SC52,2024-05-17,85,67.0
SC52,2024-05-18,67,51.0
SC52,2024-05-19,51,19.0
SC52,2024-05-20,19,17.0
SC52,2024-05-21,17,18.0
SC52,2024-05-22,18,22.0
SC52,2024-05-23,22,19.0
SC52,2024-05-24,19,13.0
SC52,2024-05-25,13,14.0
SC52,2024-05-26,14,14.0
SC52,2024-05-27,14,14.0
SC52,2024-05-28,14,14.0
SC52,2024-05-29,14,21.0
SC52,2024-05-30,21,18.0
SC52,2024-05-31,18,13.0
SC52,2024-06-01,13,14.0
SC52,2024-06-02,14,15.0
SC52,2024-06-03,15,15.0
SC52,2024-06-04,15,17.0
SC52,2024-06-05,17,
SC53,2024-02-05,134,140.0
SC53,2024-02-06,140,138.0
SC53,2024-02-07,138,142.0
SC53,2024-02-08,142,142.0
SC53,2024-02-09,142,128.0
SC53,2024-02-10,128,134.0
SC53,2024-02-11,134,134.0
SC53,2024-02-12,134,137.0
SC53,2024-02-13,137,140.0
SC53,2024-02-14,140,138.0
SC53,2024-02-15,138,134.0
SC53,2024-02-16,134,132.0
SC53,2024-02-17,132,133.0
SC53,2024-02-18,133,144.0
SC53,2024-02-19,144,143.0
SC53,2024-02-20,143,147.0
SC53,2024-02-21,147,147.0
SC53,2024-02-22,147,143.0
SC53,2024-02-23,143,137.0
SC53,2024-02-24,137,135.0
SC53,2024-02-25,135,149.0
SC53,2024-02-26,149,151.0
SC53,2024-02-27,151,152.0
SC53,2024-02-28,152,166.0
SC53,2024-02-29,166,176.0
SC53,2024-03-01,176,161.0
SC53,2024-03-02,161,187.0
SC53,2024-03-03,187,201.0
SC53,2024-03-04,201,195.0
SC53,2024-03-05,195,178.0
SC53,2024-03-06,178,166.0
SC53,2024-03-07,166,160.0
SC53,2024-03-08,160,160.0
SC53,2024-03-09,160,150.0
SC53,2024-03-10,150,166.0
SC53,2024-03-11,166,162.0
SC53,2024-03-12,162,162.0
SC53,2024-03-13,162,159.0
SC53,2024-03-14,159,162.0
SC53,2024-03-15,162,155.0
SC53,2024-03-16,155,150.0
SC53,2024-03-17,150,151.0
SC53,2024-03-18,151,166.0
SC53,2024-03-19,166,173.0
SC53,2024-03-20,173,168.0
SC53,2024-03-21,168,167.0
SC53,2024-03-22,167,168.0
SC53,2024-03-23,168,155.0
SC53,2024-03-24,155,169.0
SC53,2024-03-25,169,190.0
SC53,2024-03-26,190,195.0
SC53,2024-03-27,195,187.0
SC53,2024-03-28,187,202.0
SC53,2024-03-29,202,182.0
SC53,2024-03-30,182,204.0
SC53,2024-03-31,204,203.0
SC53,2024-04-01,203,205.0
SC53,2024-04-02,205,177.0
SC53,2024-04-03,177,132.0
SC53,2024-04-04,132,119.0
SC53,2024-04-05,119,113.0
SC53,2024-04-06,113,115.0
SC53,2024-04-07,115,112.0
SC53,2024-04-08,112,113.0
SC53,2024-04-09,113,126.0
SC53,2024-04-10,126,129.0
SC53,2024-04-11,129,143.0
SC53,2024-04-12,143,150.0
SC53,2024-04-13,150,151.0
SC53,2024-04-14,151,159.0
SC53,2024-04-15,159,155.0
SC53,2024-04-16,155,151.0
SC53,2024-04-17,151,151.0
SC53,2024-04-18,151,148.0
SC53,2024-04-19,148,141.0
SC53,2024-04-20,141,145.0
SC53,2024-04-21,145,147.0
SC53,2024-04-22,147,149.0
SC53,2024-04-23,149,151.0
SC53,2024-04-24,151,151.0
SC53,2024-04-25,151,146.0
SC53,2024-04-26,146,139.0
SC53,2024-04-27,139,147.0
SC53,2024-04-28,147,168.0
SC53,2024-04-29,168,184.0
SC53,2024-04-30,184,179.0
SC53,2024-05-01,179,179.0
SC53,2024-05-02,179,169.0
SC53,2024-05-03,169,153.0
SC53,2024-05-04,153,157.0
SC53,2024-05-05,157,182.0
SC53,2024-05-06,182,176.0
SC53,2024-05-07,176,209.0
SC53,2024-05-08,209,182.0
SC53,2024-05-09,182,166.0
SC53,2024-05-10,166,152.0
SC53,2024-05-11,152,169.0
SC53,2024-05-12,169,174.0
SC53,2024-05-13,174,187.0
SC53,2024-05-14,187,186.0
SC53,2024-05-15,186,187.0
SC53,2024-05-16,187,194.0
SC53,2024-05-17,194,230.0
SC53,2024-05-18,230,237.0
SC53,2024-05-19,237,208.0
SC53,2024-05-20,208,199.0
SC53,2024-05-21,199,190.0
SC53,2024-05-22,190,184.0
SC53,2024-05-23,184,165.0
SC53,2024-05-24,165,165.0
SC53,2024-05-25,165,164.0
SC53,2024-05-26,164,168.0
SC53,2024-05-27,168,179.0
SC53,2024-05-28,179,175.0
SC53,2024-05-29,175,166.0
SC53,2024-05-30,166,162.0
SC53,2024-05-31,162,150.0
SC53,2024-06-01,150,150.0
SC53,2024-06-02,150,168.0
SC53,2024-06-03,168,169.0
SC53,2024-06-04,169,163.0
SC53,2024-06-05,163,
SC54,2024-02-05,47,45.0
SC54,2024-02-06,45,42.0
SC54,2024-02-07,42,41.0
SC54,2024-02-08,41,40.0
SC54,2024-02-09,40,40.0
SC54,2024-02-10,40,41.0
SC54,2024-02-11,41,44.0
SC54,2024-02-12,44,43.0
SC54,2024-02-13,43,42.0
SC54,2024-02-14,42,41.0
SC54,2024-02-15,41,41.0
SC54,2024-02-16,41,40.0
SC54,2024-02-17,40,44.0
SC54,2024-02-18,44,46.0
SC54,2024-02-19,46,44.0
SC54,2024-02-20,44,45.0
SC54,2024-02-21,45,46.0
SC54,2024-02-22,46,42.0
SC54,2024-02-23,42,42.0
SC54,2024-02-24,42,45.0
SC54,2024-02-25,45,44.0
SC54,2024-02-26,44,47.0
SC54,2024-02-27,47,49.0
SC54,2024-02-28,49,49.0
SC54,2024-02-29,49,46.0
SC54,2024-03-01,46,46.0
SC54,2024-03-02,46,48.0
SC54,2024-03-03,48,46.0
SC54,2024-03-04,46,45.0
SC54,2024-03-05,45,47.0
SC54,2024-03-06,47,75.0
SC54,2024-03-07,75,57.0
SC54,2024-03-08,57,51.0
SC54,2024-03-09,51,51.0
SC54,2024-03-10,51,57.0
SC54,2024-03-11,57,57.0
SC54,2024-03-12,57,67.0
SC54,2024-03-13,67,57.0
SC54,2024-03-14,57,59.0
SC54,2024-03-15,59,48.0
SC54,2024-03-16,48,47.0
SC54,2024-03-17,47,49.0
SC54,2024-03-18,49,47.0
SC54,2024-03-19,47,56.0
SC54,2024-03-20,56,50.0
SC54,2024-03-21,50,50.0
SC54,2024-03-22,50,50.0
SC54,2024-03-23,50,52.0
SC54,2024-03-24,52,54.0
SC54,2024-03-25,54,53.0
SC54,2024-03-26,53,53.0
SC54,2024-03-27,53,53.0
SC54,2024-03-28,53,53.0
SC54,2024-03-29,53,52.0
SC54,2024-03-30,52,51.0
SC54,2024-03-31,51,56.0
SC54,2024-04-01,56,50.0
SC54,2024-04-02,50,41.0
SC54,2024-04-03,41,39.0
SC54,2024-04-04,39,36.0
SC54,2024-04-05,36,37.0
SC54,2024-04-06,37,33.0
SC54,2024-04-07,33,36.0
SC54,2024-04-08,36,37.0
SC54,2024-04-09,37,41.0
SC54,2024-04-10,41,43.0
SC54,2024-04-11,43,48.0
SC54,2024-04-12,48,48.0
SC54,2024-04-13,48,44.0
SC54,2024-04-14,44,45.0
SC54,2024-04-15,45,42.0
SC54,2024-04-16,42,42.0
SC54,2024-04-17,42,42.0
SC54,2024-04-18,42,41.0
SC54,2024-04-19,41,39.0
SC54,2024-04-20,39,43.0
SC54,2024-04-21,43,43.0
SC54,2024-04-22,43,45.0
SC54,2024-04-23,45,51.0
SC54,2024-04-24,51,52.0
SC54,2024-04-25,52,46.0
SC54,2024-04-26,46,40.0
SC54,2024-04-27,40,58.0
SC54,2024-04-28,58,107.0
SC54,2024-04-29,107,67.0
SC54,2024-04-30,67,58.0
SC54,2024-05-01,58,62.0
SC54,2024-05-02,62,57.0
SC54,2024-05-03,57,50.0
SC54,2024-05-04,50,55.0
SC54,2024-05-05,55,75.0
SC54,2024-05-06,75,157.0
SC54,2024-05-07,157,113.0
SC54,2024-05-08,113,69.0
SC54,2024-05-09,69,75.0
SC54,2024-05-10,75,65.0
SC54,2024-05-11,65,62.0
SC54,2024-05-12,62,60.0
SC54,2024-05-13,60,74.0
SC54,2024-05-14,74,63.0
SC54,2024-05-15,63,80.0
SC54,2024-05-16,80,183.0
SC54,2024-05-17,183,128.0
SC54,2024-05-18,128,65.0
SC54,2024-05-19,65,44.0
SC54,2024-05-20,44,45.0
SC54,2024-05-21,45,47.0
SC54,2024-05-22,47,52.0
SC54,2024-05-23,52,38.0
SC54,2024-05-24,38,36.0
SC54,2024-05-25,36,41.0
SC54,2024-05-26,41,42.0
SC54,2024-05-27,42,40.0
SC54,2024-05-28,40,40.0
SC54,2024-05-29,40,38.0
SC54,2024-05-30,38,38.0
SC54,2024-05-31,38,38.0
SC54,2024-06-01,38,42.0
SC54,2024-06-02,42,41.0
SC54,2024-06-03,41,40.0
SC54,2024-06-04,40,43.0
SC54,2024-06-05,43,
SC55,2024-02-05,19,20.0
SC55,2024-02-06,20,20.0
SC55,2024-02-07,20,20.0
SC55,2024-02-08,20,20.0
SC55,2024-02-09,20,19.0
SC55,2024-02-10,19,19.0
SC55,2024-02-11,19,18.0
SC55,2024-02-12,18,19.0
SC55,2024-02-13,19,19.0
SC55,2024-02-14,19,19.0
SC55,2024-02-15,19,19.0
SC55,2024-02-16,19,17.0
SC55,2024-02-17,17,19.0
SC55,2024-02-18,19,20.0
SC55,2024-02-19,20,21.0
SC55,2024-02-20,21,18.0
SC55,2024-02-21,18,18.0
SC55,2024-02-22,18,18.0
SC55,2024-02-23,18,18.0
SC55,2024-02-24,18,19.0
SC55,2024-02-25,19,18.0
SC55,2024-02-26,18,17.0
SC55,2024-02-27,17,17.0
SC55,2024-02-28,17,18.0
SC55,2024-02-29,18,18.0
SC55,2024-03-01,18,18.0
SC55,2024-03-02,18,19.0
SC55,2024-03-03,19,19.0
SC55,2024-03-04,19,19.0
SC55,2024-03-05,19,20.0
SC55,2024-03-06,20,19.0
SC55,2024-03-07,19,19.0
SC55,2024-03-08,19,19.0
SC55,2024-03-09,19,21.0
SC55,2024-03-10,21,19.0
SC55,2024-03-11,19,20.0
SC55,2024-03-12,20,21.0
SC55,2024-03-13,21,19.0
SC55,2024-03-14,19,18.0
SC55,2024-03-15,18,17.0
SC55,2024-03-16,17,18.0
SC55,2024-03-17,18,18.0
SC55,2024-03-18,18,17.0
SC55,2024-03-19,17,17.0
SC55,2024-03-20,17,18.0
SC55,2024-03-21,18,17.0
